Customer No.,Exposure at Default,Recovery,Probability of Default,Recovered Money
8164,6.62,10.45,0.0072,0.69179
8165,12.29,30.76,0.0069,3.780404
8166,20.43,4.32,0.0071,0.882576
8167,7.21,26.85,0.0042,1.935885
8168,24.94,26.32,0.0055,6.564208
8169,7.31,0.09,0.0021,0.006579
8170,8.66,20.72,0.0028,1.794352
8171,1.05,16.29,0.0019,0.171045
8172,18.59,30.26,0.0074,5.625334
8173,17.8,5.37,0.0044,0.95586
8174,21.57,20.74,0.0044,4.473618
8175,3.02,11,0.003,0.3322
8176,8.12,12.93,0.0035,1.049916
8177,0.49,18.27,0.001,0.089523
8178,22.5,1.88,0.0025,0.423
8179,7.29,18.8,0.0099,1.37052
8180,10.12,6.8,0.0052,0.68816
8181,11.92,21.45,0.0033,2.55684
8182,6.37,6.77,0.0062,0.431249
8183,23.59,27.5,0.0023,6.48725
8184,12.29,16.9,0.0009,2.07701
8185,20.67,22.26,0.0097,4.601142
8186,5.02,26.51,0.0025,1.330802
8187,4.89,3.25,0.0027,0.158925
8188,21.48,6.23,0.0011,1.338204
8189,17.41,12.32,0.0063,2.144912
8190,0.49,10.93,0.0009,0.053557
8191,23.36,37.62,0.0087,8.788032
8192,13.13,1.26,0.0007,0.165438
8193,8.72,1.56,0.0011,0.136032
8194,7.65,8.29,0.0078,0.634185
8195,9.74,8.59,0.0033,0.836666
8196,3.22,18.59,0.0086,0.598598
8197,5.01,37.37,0.0021,1.872237
8198,16.55,20.3,0.0033,3.35965
8199,6.99,23.47,0.0004,1.640553
8200,22.84,26.4,0.001,6.02976
8201,3.19,32.6,0.0023,1.03994
8202,4.89,9.02,0.0011,0.441078
8203,13.57,18.93,0.0078,2.568801
8204,22.23,4.59,0.0007,1.020357
8205,24.16,13.46,0.0098,3.251936
8206,5.55,24.08,0.0093,1.33644
8207,7.52,19.81,0.0053,1.489712
8208,12.13,39.45,0.009,4.785285
8209,24.31,32.91,0.0099,8.000421
8210,18.83,5.26,0.0074,0.990458
8211,18.8,34.5,0.0066,6.486
8212,12.76,14.8,0.0076,1.88848
8213,5.69,3.5,0.0048,0.19915
8214,5.67,34.45,0.0041,1.953315
8215,15.54,32.88,0.0086,5.109552
8216,0.78,11.07,0.0023,0.086346
8217,7.6,4.25,0.0044,0.323
8218,21.82,3.96,0.0013,0.864072
8219,3.64,9.38,0.0001,0.341432
8220,22.62,35.5,0.0099,8.0301
8221,8.31,11.86,0.0016,0.985566
8222,15.33,39.26,0.0073,6.018558
8223,4.04,24.3,0.0071,0.98172
8224,18.99,21.66,0.0052,4.113234
8225,12.19,21.33,0.0019,2.600127
8226,9.08,18.86,0.0061,1.712488
8227,12.6,25.01,0.0064,3.15126
8228,4.71,38.56,0.0072,1.816176
8229,5.38,24.54,0.0001,1.320252
8230,10.89,29.79,0.0079,3.244131
8231,2.48,21.37,0.0027,0.529976
8232,2.31,4.69,0.0055,0.108339
8233,23.03,20.92,0.007,4.817876
8234,22.63,7.6,0.0037,1.71988
8235,19.23,16.52,0.0036,3.176796
8236,8.52,24.59,0.008,2.095068
8237,9.7,28.47,0.008,2.76159
8238,19.11,5.3,0.0045,1.01283
8239,8.95,19.93,0.01,1.783735
8240,21.21,39.81,0.0077,8.443701
8241,4.25,38.68,0.0056,1.6439
8242,18.47,14.81,0.0056,2.735407
8243,7.99,1.3,0.0007,0.10387
8244,21.52,1.78,0.0007,0.383056
8245,23.42,38.56,0.0027,9.030752
8246,20.35,1.68,0.0067,0.34188
8247,22.09,23.94,0.0057,5.288346
8248,0.67,8.29,0.0062,0.055543
8249,5.25,7.85,0.0061,0.412125
8250,6.52,14.94,0.0063,0.974088
8251,23.21,0.79,0.0053,0.183359
8252,7.01,8.56,0.0069,0.600056
8253,0.44,25.02,0.0045,0.110088
8254,23.55,34.14,0.0036,8.03997
8255,19.2,11.31,0.006,2.17152
8256,19.91,6.41,0.0059,1.276231
8257,6.98,19.74,0.0084,1.377852
8258,13.68,20.44,0.0065,2.796192
8259,6.84,38.87,0.0075,2.658708
8260,17.7,14.97,0.0013,2.64969
8261,23.17,27.84,0.0081,6.450528
8262,15.59,1.07,0.0086,0.166813
8263,4.79,7.92,0.0074,0.379368
8264,8.62,34.56,0.0096,2.979072
8265,19.86,25.34,0.0068,5.032524
8266,18.48,9.31,0.0081,1.720488
8267,6.31,30.11,0.0067,1.899941
8268,5.48,12.07,0.0007,0.661436
8269,15.09,27.72,0.0064,4.182948
8270,0.21,27.06,0.0019,0.056826
8271,13.72,11.05,0.0033,1.51606
8272,5.93,29.81,0.0044,1.767733
8273,18.15,36.24,0.0022,6.57756
8274,11.03,10.54,0.0039,1.162562
8275,2.36,6.96,0.0081,0.164256
8276,21.26,1.74,0.0021,0.369924
8277,7.57,32.65,0.0004,2.471605
8278,12.28,9.27,0.0046,1.138356
8279,2.56,18.07,0.0011,0.462592
8280,15.19,28.1,0.0004,4.26839
8281,24.7,19.99,0.0041,4.93753
8282,15.45,1.74,0.009,0.26883
8283,21.21,25.76,0.0053,5.463696
8284,19.36,20.04,0.003,3.879744
8285,22.97,12.91,0.0017,2.965427
8286,19.06,20.3,0.0099,3.86918
8287,4.02,15.15,0.0031,0.60903
8288,9.86,11.6,0.0069,1.14376
8289,1.22,25.87,0.0059,0.315614
8290,20.79,3.76,0.0099,0.781704
8291,12.07,2.51,0.0013,0.302957
8292,10.2,27.76,0.0046,2.83152
8293,1.02,24.14,0.0006,0.246228
8294,7,21.86,0.0052,1.5302
8295,12.3,10.84,0.0097,1.33332
8296,11.69,11.11,0.0037,1.298759
8297,9.99,16.31,0.0087,1.629369
8298,0.36,2.36,0.0034,0.008496
8299,20.43,37.37,0.0095,7.634691
8300,2.64,39.52,0.0088,1.043328
8301,20.45,7.78,0.0054,1.59101
8302,7.27,39.31,0.0066,2.857837
8303,19.26,11.4,0.0098,2.19564
8304,1.74,14.62,0.003,0.254388
8305,18.62,18.83,0.0072,3.506146
8306,0.8,15.49,0.0097,0.12392
8307,5.32,6.87,0.0081,0.365484
8308,4.41,35.56,0.0091,1.568196
8309,10.86,4.92,0.0092,0.534312
8310,12.63,12.27,0.0097,1.549701
8311,13.99,6.45,0.0059,0.902355
8312,2.67,2.88,0.0058,0.076896
8313,2.2,12.61,0.0019,0.27742
8314,21.58,7.11,0.0035,1.534338
8315,0.68,16.28,0.0007,0.110704
8316,12.73,37.18,0.0088,4.733014
8317,10.28,24.97,0.0027,2.566916
8318,7.56,24.11,0.0035,1.822716
8319,11.09,5.33,0.001,0.591097
8320,9.46,7.33,0.0033,0.693418
8321,6.32,27.59,0.0001,1.743688
8322,22.99,15.94,0.0027,3.664606
8323,18.97,0.48,0.0033,0.091056
8324,8.52,31.59,0.003,2.691468
8325,3.06,16.27,0.0047,0.497862
8326,6.55,23.45,0.0024,1.535975
8327,15.18,24.09,0.0054,3.656862
8328,4.21,35.1,0.0004,1.47771
8329,19.12,36.02,0.0071,6.887024
8330,19.45,0.61,0.0023,0.118645
8331,14.26,19.08,0.0091,2.720808
8332,13.66,22.58,0.0066,3.084428
8333,21.39,20.63,0.005,4.412757
8334,10.5,16.57,0.0039,1.73985
8335,17.08,0.82,0.0019,0.140056
8336,0.1,25.51,0.008,0.02551
8337,0.27,34.61,0.0006,0.093447
8338,9.23,9.94,0.0098,0.917462
8339,12.65,20.68,0.0019,2.61602
8340,15.07,8.52,0.0003,1.283964
8341,22.14,4.4,0.0049,0.97416
8342,21.34,7.04,0.0032,1.502336
8343,23.6,20.96,0.0055,4.94656
8344,13.37,25.87,0.001,3.458819
8345,2.69,3.67,0.003,0.098723
8346,4.91,34.66,0.0095,1.701806
8347,15.43,36.34,0.0024,5.607262
8348,24.32,16.25,0.0092,3.952
8349,11.71,8.43,0.0054,0.987153
8350,2.23,33.96,0.0049,0.757308
8351,5.87,8.05,0.003,0.472535
8352,1.31,24.47,0.0013,0.320557
8353,2.24,13.96,0.0044,0.312704
8354,8.44,0.71,0.0037,0.059924
8355,6.49,35.62,0.0092,2.311738
8356,21.29,21.34,0.0004,4.543286
8357,21.48,25.24,0.0039,5.421552
8358,14.25,36.53,0.0006,5.205525
8359,11.77,34.46,0.0027,4.055942
8360,14.12,26.56,0.0027,3.750272
8361,23.9,38.5,0.0084,9.2015
8362,20.5,39.18,0.0015,8.0319
8363,3.11,25.74,0.0091,0.800514
8364,1.72,0.85,0.0086,0.01462
8365,22.61,30.1,0.0041,6.80561
8366,8.7,28.81,0.0073,2.50647
8367,12.38,15.93,0.0055,1.972134
8368,9.96,33.19,0.0013,3.305724
8369,1.84,32.26,0.0037,0.593584
8370,13.79,17.7,0.0036,2.44083
8371,5.48,36.86,0.0019,2.019928
8372,7.24,1.6,0.0057,0.11584
8373,22.39,0.33,0.0006,0.073887
8374,23.29,18.61,0.0039,4.334269
8375,21.67,31.67,0.0019,6.862889
8376,23.69,3.58,0.0053,0.848102
8377,6.28,16.82,0.002,1.056296
8378,5.87,9.24,0.0004,0.542388
8379,10.45,25.01,0.0031,2.613545
8380,16.85,9.43,0.0081,1.588955
8381,22.48,24.67,0.0061,5.545816
8382,15.54,36.53,0.0029,5.676762
8383,24.36,18.6,0.002,4.53096
8384,0.24,16.12,0.0022,0.038688
8385,19.9,20.89,0.0031,4.15711
8386,6.21,10.21,0.0037,0.634041
8387,15.71,36.73,0.0021,5.770283
8388,18.97,25.07,0.0073,4.755779
8389,2.67,6.07,0.007,0.162069
8390,18.4,30.87,0.0086,5.68008
8391,21.55,5.95,0.0085,1.282225
8392,15.72,16.79,0.0051,2.639388
8393,9.72,38.78,0.0024,3.769416
8394,15.73,15.94,0.0071,2.507362
8395,12.18,4.94,0.0089,0.601692
8396,17.24,34.4,0.0077,5.93056
8397,20.97,12.57,0.0063,2.635929
8398,4.16,28.65,0.0057,1.19184
8399,11.11,37.97,0.0026,4.218467
8400,1.36,29.65,0.0062,0.40324
8401,21.37,14.31,0.0034,3.058047
8402,5.8,27.53,0.0048,1.59674
8403,21.37,30.76,0.0079,6.573412
8404,7.88,31.4,0.0097,2.47432
8405,23.1,22.34,0.0079,5.16054
8406,2.54,21.64,0.0092,0.549656
8407,23.44,19.77,0.009,4.634088
8408,19.96,32.61,0.0048,6.508956
8409,8.57,4.87,0.0003,0.417359
8410,10.17,30.47,0.0096,3.098799
8411,8.46,14,0.0048,1.1844
8412,1.52,26.11,0.0084,0.396872
8413,13.39,38.95,0.003,5.215405
8414,14.94,6.36,0.0067,0.950184
8415,5.32,1.07,0.004,0.056924
8416,18.95,25.91,0.0065,4.909945
8417,24.87,13.2,0.0084,3.28284
8418,16.6,6.29,0.0067,1.04414
8419,10.58,11.6,0.0058,1.22728
8420,23.11,0.21,0.0029,0.048531
8421,12.77,17.07,0.0023,2.179839
8422,9.21,17.1,0.0079,1.57491
8423,14.05,19.22,0.0025,2.70041
8424,21.67,0.79,0.0085,0.171193
8425,23.99,22.61,0.0022,5.424139
8426,21.81,2.91,0.0029,0.634671
8427,7.14,23.06,0.006,1.646484
8428,7.53,28.55,0.0056,2.149815
8429,10.17,39.78,0.0007,4.045626
8430,10.26,30.28,0.0085,3.106728
8431,3.87,5.84,0.0068,0.226008
8432,0.39,25.33,0.0096,0.098787
8433,16.32,26.21,0.0031,4.277472
8434,10.28,29.97,0.0007,3.080916
8435,5.5,19.45,0.0022,1.06975
8436,2.11,22.85,0.0029,0.482135
8437,2.34,34.02,0.0057,0.796068
8438,4.27,11.5,0.004,0.49105
8439,2.15,25.02,0.0058,0.53793
8440,14.64,33.2,0.0038,4.86048
8441,9.55,28.99,0.0001,2.768545
8442,20.87,4.74,0.0071,0.989238
8443,12.83,12.43,0.005,1.594769
8444,11.89,31.12,0.0096,3.700168
8445,15.86,33.68,0.0044,5.341648
8446,21.62,24.84,0.0023,5.370408
8447,11.66,25.73,0.005,3.000118
8448,11.22,7.75,0.0004,0.86955
8449,10.52,29.42,0.0017,3.094984
8450,3.98,39.24,0.0019,1.561752
8451,2.53,10.47,0.0005,0.264891
8452,24.68,37.95,0.0039,9.36606
8453,5.78,39.29,0.0082,2.270962
8454,21.34,10.96,0.0099,2.338864
8455,19.47,33.29,0.002,6.481563
8456,17.93,32.59,0.0057,5.843387
8457,22.29,5.54,0.0042,1.234866
8458,0.85,2.54,0.0031,0.02159
8459,18.43,32.78,0.0072,6.041354
8460,8.04,24.51,0.0066,1.970604
8461,21.25,23.88,0.01,5.0745
8462,20.24,19.19,0.0056,3.884056
8463,2.75,29.76,0.0027,0.8184
8464,18.09,13.58,0.0017,2.456622
8465,11.14,2.56,0.0035,0.285184
8466,5.26,16.03,0.0075,0.843178
8467,3.06,29.2,0.0076,0.89352
8468,7.42,33.4,0.0069,2.47828
8469,16.75,21.64,0.0087,3.6247
8470,22.94,12.57,0.0048,2.883558
8471,11.76,10.41,0.004,1.224216
8472,12.7,37.63,0.0082,4.77901
8473,7.12,30.24,0.0061,2.153088
8474,17.93,17.91,0.0077,3.211263
8475,17.14,31.35,0.0071,5.37339
8476,24.83,0.85,0.0002,0.211055
8477,1.33,7.89,0.0005,0.104937
8478,5.06,26.68,0.0006,1.350008
8479,17.21,26.21,0.0013,4.510741
8480,5.11,8.29,0.0017,0.423619
8481,1.99,26.49,0.0099,0.527151
8482,14.87,32.91,0.0071,4.893717
8483,15.26,6.38,0.0092,0.973588
8484,14.65,0.53,0.0037,0.077645
8485,13.22,11.28,0.0027,1.491216
8486,17.28,24.98,0.0005,4.316544
8487,4.13,10.48,0.0009,0.432824
8488,24.39,9.32,0.0008,2.273148
8489,20.04,36.91,0.0071,7.396764
8490,7.07,35.17,0.0046,2.486519
8491,19.11,4.93,0.008,0.942123
8492,22.11,26.98,0.0052,5.965278
8493,20.91,28.5,0.0037,5.95935
8494,8.68,31.81,0.0078,2.761108
8495,12.1,24.54,0.0092,2.96934
8496,5.9,17.92,0.0064,1.05728
8497,11.73,11.78,0.0017,1.381794
8498,13.57,25.6,0.0071,3.47392
8499,13.88,4.66,0.0005,0.646808
8500,4,7.53,0.0026,0.3012
8501,18.26,17.43,0.0093,3.182718
8502,16.92,12.3,0.0043,2.08116
8503,11.7,27.78,0.0066,3.25026
8504,4.45,2.08,0.0016,0.09256
8505,16.16,35.08,0.0018,5.668928
8506,21.61,24.51,0.0047,5.296611
8507,12.89,8.39,0.002,1.081471
8508,23.25,39.69,0.0012,9.227925
8509,15,39.77,0.0066,5.9655
8510,2.4,2.31,0.0071,0.05544
8511,12.35,5.81,0.0035,0.717535
8512,18.36,19.59,0.005,3.596724
8513,15.7,23.85,0.0025,3.74445
8514,0.54,7.81,0.0015,0.042174
8515,11.36,21.09,0.0023,2.395824
8516,16.47,33.61,0.0062,5.535567
8517,3.76,29.69,0.0093,1.116344
8518,16.31,15.26,0.0066,2.488906
8519,16.53,18.33,0.0007,3.029949
8520,23.07,35.79,0.0082,8.256753
8521,17.44,36.97,0.0059,6.447568
8522,11.02,18.57,0.0095,2.046414
8523,23.17,33.06,0.0033,7.660002
8524,2.34,5.07,0.0026,0.118638
8525,21.27,25.71,0.0035,5.468517
8526,6.66,26.37,0.0085,1.756242
8527,7.44,9.34,0.0027,0.694896
8528,14.12,15.16,0.0068,2.140592
8529,13.53,19.37,0.0003,2.620761
8530,10.86,24.1,0.0075,2.61726
8531,0.34,37.33,0.0095,0.126922
8532,7.03,21.99,0.0024,1.545897
8533,5.69,26.07,0.0044,1.483383
8534,1.83,7.4,0.0016,0.13542
8535,22.87,30.3,0.0033,6.92961
8536,3.5,3.34,0.0042,0.1169
8537,6.4,33.43,0.0019,2.13952
8538,21.66,10.91,0.0066,2.363106
8539,16.68,14.13,0.0054,2.356884
8540,20,21.81,0.005,4.362
8541,4.19,28.47,0.0053,1.192893
8542,10.84,24.77,0.0031,2.685068
8543,18.19,38.99,0.0022,7.092281
8544,18.45,20.15,0.002,3.717675
8545,22.46,39.13,0.008,8.788598
8546,3.55,10.25,0.0034,0.363875
8547,9.73,5.62,0.004,0.546826
8548,14.21,2.18,0.0091,0.309778
8549,0.23,9.84,0.0019,0.022632
8550,8.27,32.32,0.0056,2.672864
8551,13.85,22.89,0.0038,3.170265
8552,10.93,26.59,0.0049,2.906287
8553,15.08,37.12,0.0056,5.597696
8554,5.9,1.66,0.0003,0.09794
8555,1.06,5.7,0.0047,0.06042
8556,1.52,20.63,0.0055,0.313576
8557,24.57,2.77,0.0023,0.680589
8558,24.41,5.7,0.005,1.39137
8559,13.37,31.98,0.0012,4.275726
8560,17.75,38.93,0.0057,6.910075
8561,17.14,30.24,0.0017,5.183136
8562,8.25,31.26,0.0009,2.57895
8563,20.3,22.94,0.0067,4.65682
8564,8.58,18.05,0.0043,1.54869
8565,8.37,24.08,0.0071,2.015496
8566,0.78,5.7,0.007,0.04446
8567,17.15,20.25,0.0045,3.472875
8568,20.03,39.18,0.0059,7.847754
8569,6.08,33.05,0.0054,2.00944
8570,12.02,25.63,0.0096,3.080726
8571,1.84,7.06,0.0063,0.129904
8572,16.68,28.08,0.0027,4.683744
8573,11.03,20.2,0.0016,2.22806
8574,22.75,14.12,0.0004,3.2123
8575,15.4,25.32,0.0055,3.89928
8576,9.3,15.03,0.0044,1.39779
8577,11.87,7.89,0.0023,0.936543
8578,6.66,8.76,0.0069,0.583416
8579,18.84,15.15,0.0093,2.85426
8580,24.89,28.88,0.0009,7.188232
8581,24.69,38.72,0.0032,9.559968
8582,12.76,25.2,0.0086,3.21552
8583,12.05,2.45,0.0078,0.295225
8584,18.15,10.44,0.0009,1.89486
8585,22.73,25.92,0.0076,5.891616
8586,7.28,30.24,0.0058,2.201472
8587,10.68,39.56,0.0079,4.225008
8588,10.33,22.98,0.0038,2.373834
8589,14.29,24.4,0.0025,3.48676
8590,5.94,10.46,0.0093,0.621324
8591,18.28,17.57,0.0096,3.211796
8592,9.6,23.35,0.0007,2.2416
8593,1.45,19.37,0.0019,0.280865
8594,21.2,1.88,0.0016,0.39856
8595,11.9,6.98,0.0023,0.83062
8596,15.36,21.33,0.0068,3.276288
8597,16.77,4.99,0.0027,0.836823
8598,22.97,17.55,0.0004,4.031235
8599,0.21,22.01,0.0048,0.046221
8600,13.58,29.44,0.0065,3.997952
8601,20.34,37.08,0.0018,7.542072
8602,9.31,29.18,0.0099,2.716658
8603,22,12.61,0.0083,2.7742
8604,1.85,8.16,0.0095,0.15096
8605,2.78,11.92,0.0007,0.331376
8606,24.86,33.8,0.0086,8.40268
8607,16.59,23.45,0.006,3.890355
8608,21.34,24.71,0.0005,5.273114
8609,9.99,6.17,0.008,0.616383
8610,5.09,11.72,0.0093,0.596548
8611,10.34,34.05,0.004,3.52077
8612,13.92,2.55,0.0085,0.35496
8613,3.6,6.22,0.0015,0.22392
8614,15.29,15.47,0.0083,2.365363
8615,22.66,37.73,0.0095,8.549618
8616,3.2,32.83,0.0043,1.05056
8617,8.2,37.59,0.0027,3.08238
8618,10.55,13.78,0.0066,1.45379
8619,14.03,3.7,0.0085,0.51911
8620,10.77,10.19,0.0096,1.097463
8621,2.87,2.64,0.0057,0.075768
8622,7.81,23.43,0.0072,1.829883
8623,7.85,27.85,0.0053,2.186225
8624,12.62,11.03,0.0024,1.391986
8625,20.47,26.5,0.0031,5.42455
8626,20.68,26.87,0.0076,5.556716
8627,21.6,34.22,0.0067,7.39152
8628,10.89,20.02,0.0083,2.180178
8629,3.83,36.5,0.0081,1.39795
8630,2.47,10.84,0.0055,0.267748
8631,19.15,18.42,0.0016,3.52743
8632,2.76,28.58,0.0054,0.788808
8633,9.38,10.23,0.0086,0.959574
8634,17.12,33.18,0.0099,5.680416
8635,1.1,33.46,0.0011,0.36806
8636,4.98,39.14,0.0013,1.949172
8637,16.46,35.7,0.0038,5.87622
8638,0.83,17.18,0.0004,0.142594
8639,3.01,8.32,0.0001,0.250432
8640,11.63,20.92,0.0006,2.432996
8641,19.46,7.84,0.0002,1.525664
8642,11.21,2.01,0.0073,0.225321
8643,6.13,11.79,0.0019,0.722727
8644,22.65,32.4,0.0004,7.3386
8645,20.77,10.09,0.0051,2.095693
8646,2.36,3.82,0.0065,0.090152
8647,2.04,16.59,0.0018,0.338436
8648,20.75,5.2,0.0087,1.079
8649,13.09,12.9,0.0079,1.68861
8650,14.34,5.25,0.0079,0.75285
8651,3.67,20.69,0.0095,0.759323
8652,5.66,20.11,0.0046,1.138226
8653,14.7,31.53,0.0052,4.63491
8654,22.95,26.22,0.0078,6.01749
8655,10.98,27.42,0.0001,3.010716
8656,24.27,33.16,0.0082,8.047932
8657,17.4,38.54,0.0053,6.70596
8658,20.4,27.33,0.0023,5.57532
8659,11.92,35.54,0.0006,4.236368
8660,8.57,25.14,0.0011,2.154498
8661,6.8,24.08,0.0078,1.63744
8662,4.76,24.85,0.0058,1.18286
8663,24.84,34.22,0.0096,8.500248
8664,0.75,33.11,0.0082,0.248325
8665,17.93,10.8,0.0046,1.93644
8666,5.66,15.23,0.0072,0.862018
8667,18.85,29.48,0.0065,5.55698
8668,7.02,33.59,0.0022,2.358018
8669,7.96,29.46,0.0044,2.345016
8670,24.82,5.48,0.0026,1.360136
8671,4.27,26.16,0.002,1.117032
8672,23.33,23.67,0.002,5.522211
8673,3.73,17.63,0.0075,0.657599
8674,17.62,3.46,0.0079,0.609652
8675,0.3,27.91,0.006,0.08373
8676,19.35,5.08,0.0024,0.98298
8677,11.99,25.48,0.0012,3.055052
8678,8.56,4.78,0.0027,0.409168
8679,5.94,16.23,0.0053,0.964062
8680,8.2,13.97,0.0051,1.14554
8681,4.93,32.42,0.0085,1.598306
8682,22.31,6.94,0.002,1.548314
8683,3.35,8.32,0.0033,0.27872
8684,0.74,27.1,0.0048,0.20054
8685,20.54,22.97,0.0045,4.718038
8686,3.21,23.83,0.0058,0.764943
8687,24.99,2.38,0.0094,0.594762
8688,17.88,3.49,0.0041,0.624012
8689,1.66,34.67,0.007,0.575522
8690,1.92,1.39,0.0042,0.026688
8691,5.23,4.98,0.0041,0.260454
8692,17.45,26.64,0.0041,4.64868
8693,19.01,36.8,0.0057,6.99568
8694,23.65,35.82,0.0045,8.47143
8695,12,28.2,0.0019,3.384
8696,12.6,21.72,0.003,2.73672
8697,5.56,31.42,0.0067,1.746952
8698,5.32,14.05,0.0009,0.74746
8699,15.26,26.24,0.0057,4.004224
8700,19.89,4.34,0.0098,0.863226
8701,1.06,17.23,0.0031,0.182638
8702,18.7,14.14,0.0044,2.64418
8703,11.34,18.05,0.0092,2.04687
8704,0.98,12.82,0.0043,0.125636
8705,3.89,0.81,0.0055,0.031509
8706,16.94,3.91,0.0015,0.662354
8707,9.81,36.67,0.0005,3.597327
8708,18.51,4.94,0.0044,0.914394
8709,13.7,19.75,0.0062,2.70575
8710,12.19,13.27,0.005,1.617613
8711,0.11,8.64,0.0072,0.009504
8712,10.37,18.57,0.0029,1.925709
8713,21.37,16.03,0.0031,3.425611
8714,11.83,23.59,0.007,2.790697
8715,6.63,24.38,0.0075,1.616394
8716,6.08,12.94,0.0041,0.786752
8717,22.07,1.51,0.004,0.333257
8718,4.12,32.21,0.003,1.327052
8719,9.33,24.37,0.002,2.273721
8720,7.49,26.2,0.0073,1.96238
8721,15.08,8.05,0.002,1.21394
8722,16.8,34.25,0.0085,5.754
8723,23.68,23.28,0.0088,5.512704
8724,16.68,8.32,0.0038,1.387776
8725,2.8,35.4,0.004,0.9912
8726,2.49,29.17,0.0034,0.726333
8727,0.84,25.81,0.0083,0.216804
8728,4.25,18.14,0.0068,0.77095
8729,7.09,16.86,0.005,1.195374
8730,18.14,33.99,0.0022,6.165786
8731,5.47,23.76,0.0097,1.299672
8732,5.35,8.14,0.0088,0.43549
8733,21.15,34.41,0.0038,7.277715
8734,1.99,19.32,0,0.384468
8735,23.64,23.92,0.0039,5.654688
8736,23.75,38.95,0.0082,9.250625
8737,0.24,3.25,0.0024,0.0078
8738,12.49,24.56,0.0057,3.067544
8739,16.21,32.32,0.0056,5.239072
8740,22.64,28.01,0.0029,6.341464
8741,21.95,10.26,0.0038,2.25207
8742,24.94,11.34,0.0049,2.828196
8743,4.8,30.65,0.0029,1.4712
8744,15.23,14.87,0.0058,2.264701
8745,15.9,9.25,0.0055,1.47075
8746,4.73,30.5,0.0085,1.44265
8747,6.2,38.57,0.0014,2.39134
8748,1.26,30.75,0.0002,0.38745
8749,11.06,12.71,0.0085,1.405726
8750,11.07,38.04,0.0006,4.211028
8751,17.26,17.6,0.0007,3.03776
8752,19.07,25.87,0.007,4.933409
8753,14.41,37.87,0.0094,5.457067
8754,6.41,19.76,0.0091,1.266616
8755,6.13,6.48,0.0055,0.397224
8756,13.32,39.79,0.0056,5.300028
8757,15.95,7.92,0.0067,1.26324
8758,24.25,30.82,0.001,7.47385
8759,9.38,20.47,0.0088,1.920086
8760,18.35,10.1,0.0021,1.85335
8761,18.77,33.42,0.0019,6.272934
8762,17.78,1.87,0.0015,0.332486
8763,22.88,14.94,0.0077,3.418272
8764,17.48,11.06,0.0076,1.933288
8765,19.88,13.42,0.0041,2.667896
8766,7.47,22.1,0.0081,1.65087
8767,20,14.26,0.0036,2.852
8768,0.67,8,0.0069,0.0536
8769,15.28,31.49,0.0026,4.811672
8770,18.14,18.31,0.0021,3.321434
8771,13.95,4.45,0.0062,0.620775
8772,10.28,17.62,0.009,1.811336
8773,4.8,23.9,0.004,1.1472
8774,0.45,4.97,0.0069,0.022365
8775,3.04,6.87,0.0038,0.208848
8776,10.14,25.35,0.0056,2.57049
8777,7.41,7.29,0.0037,0.540189
8778,14.91,22.66,0.0045,3.378606
8779,7.47,13.21,0.009,0.986787
8780,13.45,37.66,0.0047,5.06527
8781,20.71,30.7,0.0043,6.35797
8782,11.88,8.25,0.0008,0.9801
8783,23.76,2.79,0.0017,0.662904
8784,14.27,11.01,0.0032,1.571127
8785,17,35.9,0.0038,6.103
8786,20.49,14.92,0.008,3.057108
8787,7.37,21.79,0.0013,1.605923
8788,6.36,17.53,0.0042,1.114908
8789,20.98,5.03,0.0081,1.055294
8790,21.98,17.15,0.0059,3.76957
8791,7.77,38.87,0.0024,3.020199
8792,15.44,35.01,0.0043,5.405544
8793,20.82,32.75,0.0081,6.81855
8794,1.53,11.35,0.0011,0.173655
8795,9.25,33.26,0.0083,3.07655
8796,21.93,12.87,0.0042,2.822391
8797,21.94,10.97,0.0053,2.406818
8798,9.24,20.8,0.0094,1.92192
8799,18.46,22.31,0.0059,4.118426
8800,18.99,24.43,0.0082,4.639257
8801,14.95,35.37,0.0043,5.287815
8802,23.05,7.78,0.0018,1.79329
8803,24.98,32.35,0.0008,8.08103
8804,13.03,8.84,0.0038,1.151852
8805,22.3,38.53,0.003,8.59219
8806,11.64,37.21,0.0036,4.331244
8807,20.22,33.52,0.0035,6.777744
8808,19.53,22.45,0.0093,4.384485
8809,15.66,32.35,0.0082,5.06601
8810,17.81,2.03,0.0019,0.361543
8811,16.68,35.62,0.0015,5.941416
8812,9.01,18.04,0.0026,1.625404
8813,18.85,38.45,0.0096,7.247825
8814,4.48,38.99,0.0075,1.746752
8815,0.91,33.31,0.0044,0.303121
8816,23.86,32.43,0.0006,7.737798
8817,8.14,3.07,0.0004,0.249898
8818,23.6,37.62,0.0013,8.87832
8819,20.57,29.71,0.0093,6.111347
8820,3.1,33.42,0.0029,1.03602
8821,8.26,35.11,0.0079,2.900086
8822,19.18,11.3,0.0085,2.16734
8823,12.79,14.4,0.0095,1.84176
8824,8.66,39.21,0.0046,3.395586
8825,21.16,37.99,0.0067,8.038684
8826,21.59,13.34,0.0036,2.880106
8827,20.26,36.44,0.0023,7.382744
8828,16.1,28.4,0.0062,4.5724
8829,22.54,9.28,0.0074,2.091712
8830,1.39,5.67,0.0084,0.078813
8831,5.96,17.77,0.0084,1.059092
8832,2.68,25.34,0.0016,0.679112
